,id,Category,name,pluralName,shortName
55,4bf58dd8d48988d1ae941735,College & University,University,Universities,University
56,52f2ab2ebcbc57f1066b8b3b,Event,Christmas Market,Christmas Markets,Christmas Market
57,5267e4d9e4b0ec79466e48c6,Event,Conference,Conferences,Conference
58,5267e4d9e4b0ec79466e48c9,Event,Convention,Conventions,Convention
59,5267e4d9e4b0ec79466e48c7,Event,Festival,Festivals,Festival
60,58daa1558bbb0b01f18ec1fa,Event,Line / Queue,Lines / Queues,Line / Queue
61,5267e4d9e4b0ec79466e48d1,Event,Music Festival,Music Festivals,Music Festival
62,5267e4d9e4b0ec79466e48c8,Event,Other Event,Other Events,Other Event
63,52741d85e4b0d5d1e3c6a6d9,Event,Parade,Parades,Parade
64,5bae9231bedf3950379f89c5,Event,Sporting Event,Sporting Events,Sporting Event
65,52f2ab2ebcbc57f1066b8b54,Event,Stoop Sale,Stoop Sales,Stoop Sale
66,5267e4d8e4b0ec79466e48c5,Event,Street Fair,Street Fairs,Fair
67,5bae9231bedf3950379f89c3,Event,Trade Fair,Trade Fairs,Trade Fair
68,503288ae91d4c4b30a586d67,Food,Afghan Restaurant,Afghan Restaurants,Afghan
69,4bf58dd8d48988d1c8941735,Food,African Restaurant,African Restaurants,African
70,4bf58dd8d48988d14e941735,Food,American Restaurant,American Restaurants,American
71,4bf58dd8d48988d142941735,Food,Asian Restaurant,Asian Restaurants,Asian
72,4bf58dd8d48988d169941735,Food,Australian Restaurant,Australian Restaurants,Australian
73,52e81612bcbc57f1066b7a01,Food,Austrian Restaurant,Austrian Restaurants,Austrian
74,4bf58dd8d48988d1df931735,Food,BBQ Joint,BBQ Joints,BBQ
75,4bf58dd8d48988d179941735,Food,Bagel Shop,Bagel Shops,Bagels
76,4bf58dd8d48988d16a941735,Food,Bakery,Bakeries,Bakery
77,5e179ee74ae8e90006e9a746,Food,Bangladeshi Restaurant,Bangladeshi Restaurants,Bangladeshi
78,52e81612bcbc57f1066b7a02,Food,Belgian Restaurant,Belgian Restaurants,Belgian
79,52e81612bcbc57f1066b79f1,Food,Bistro,Bistros,Bistro
80,4bf58dd8d48988d143941735,Food,Breakfast Spot,Breakfast Spots,Breakfast
81,52e81612bcbc57f1066b7a0c,Food,Bubble Tea Shop,Bubble Tea Shops,Bubble Tea
82,52e81612bcbc57f1066b79f4,Food,Buffet,Buffets,Buffet
83,4bf58dd8d48988d16c941735,Food,Burger Joint,Burger Joints,Burgers
84,4bf58dd8d48988d128941735,Food,Cafeteria,Cafeterias,Cafeteria
85,4bf58dd8d48988d16d941735,Food,Café,Cafés,Café
86,4bf58dd8d48988d17a941735,Food,Cajun / Creole Restaurant,Cajun / Creole Restaurants,Cajun / Creole
87,4bf58dd8d48988d144941735,Food,Caribbean Restaurant,Caribbean Restaurants,Caribbean
88,5293a7d53cf9994f4e043a45,Food,Caucasian Restaurant,Caucasian Restaurants,Caucasian
89,4bf58dd8d48988d1e0931735,Food,Coffee Shop,Coffee Shops,Coffee Shop
90,52e81612bcbc57f1066b7a00,Food,Comfort Food Restaurant,Comfort Food Restaurants,Comfort Food
91,52e81612bcbc57f1066b79f2,Food,Creperie,Creperies,Creperie
92,52f2ae52bcbc57f1066b8b81,Food,Czech Restaurant,Czech Restaurants,Czech
93,4bf58dd8d48988d146941735,Food,Deli / Bodega,Delis / Bodegas,Deli / Bodega
94,4bf58dd8d48988d1d0941735,Food,Dessert Shop,Dessert Shops,Desserts
95,4bf58dd8d48988d147941735,Food,Diner,Diners,Diner
96,4bf58dd8d48988d148941735,Food,Donut Shop,Donut Shops,Donuts
97,4bf58dd8d48988d108941735,Food,Dumpling Restaurant,Dumpling Restaurants,Dumplings
98,5744ccdfe4b0c0459246b4d0,Food,Dutch Restaurant,Dutch Restaurants,Dutch
99,4bf58dd8d48988d109941735,Food,Eastern European Restaurant,Eastern European Restaurants,Eastern European
100,52e81612bcbc57f1066b7a05,Food,English Restaurant,English Restaurants,English
101,4bf58dd8d48988d10b941735,Food,Falafel Restaurant,Falafel Restaurants,Falafel
102,4bf58dd8d48988d16e941735,Food,Fast Food Restaurant,Fast Food Restaurants,Fast Food
103,4edd64a0c7ddd24ca188df1a,Food,Fish & Chips Shop,Fish & Chips Shops,Fish & Chips
104,52e81612bcbc57f1066b7a09,Food,Fondue Restaurant,Fondue Restaurants,Fondue
105,4bf58dd8d48988d120951735,Food,Food Court,Food Courts,Food Court
106,56aa371be4b08b9a8d57350b,Food,Food Stand,Food Stands,Food Stand
107,4bf58dd8d48988d1cb941735,Food,Food Truck,Food Trucks,Food Truck
108,4bf58dd8d48988d10c941735,Food,French Restaurant,French Restaurants,French
109,4d4ae6fc7a7b7dea34424761,Food,Fried Chicken Joint,Fried Chicken Joints,Fried Chicken
110,4bf58dd8d48988d155941735,Food,Gastropub,Gastropubs,Gastropub
111,4bf58dd8d48988d10d941735,Food,German Restaurant,German Restaurants,German
112,4c2cd86ed066bed06c3c5209,Food,Gluten-free Restaurant,Gluten-free Restaurants,Gluten-free
113,4bf58dd8d48988d10e941735,Food,Greek Restaurant,Greek Restaurants,Greek
114,52e81612bcbc57f1066b79ff,Food,Halal Restaurant,Halal Restaurants,Halal
115,52e81612bcbc57f1066b79fe,Food,Hawaiian Restaurant,Hawaiian Restaurants,Hawaiian
116,4bf58dd8d48988d16f941735,Food,Hot Dog Joint,Hot Dog Joints,Hot Dogs
117,52e81612bcbc57f1066b79fa,Food,Hungarian Restaurant,Hungarian Restaurants,Hungarian
118,4bf58dd8d48988d10f941735,Food,Indian Restaurant,Indian Restaurants,Indian
119,52e81612bcbc57f1066b7a06,Food,Irish Pub,Irish Pubs,Irish
120,4bf58dd8d48988d110941735,Food,Italian Restaurant,Italian Restaurants,Italian
121,52e81612bcbc57f1066b79fd,Food,Jewish Restaurant,Jewish Restaurants,Jewish
122,4bf58dd8d48988d112941735,Food,Juice Bar,Juice Bars,Juice Bar
123,5283c7b4e4b094cb91ec88d7,Food,Kebab Restaurant,Kebab Restaurants,Kebab
124,4bf58dd8d48988d1be941735,Food,Latin American Restaurant,Latin American Restaurants,Latin American
125,4bf58dd8d48988d1bf941735,Food,Mac & Cheese Joint,Mac & Cheese Joints,Mac & Cheese
126,4bf58dd8d48988d1c0941735,Food,Mediterranean Restaurant,Mediterranean Restaurants,Mediterranean
127,4bf58dd8d48988d1c1941735,Food,Mexican Restaurant,Mexican Restaurants,Mexican
128,4bf58dd8d48988d115941735,Food,Middle Eastern Restaurant,Middle Eastern Restaurants,Middle Eastern
129,52e81612bcbc57f1066b79f9,Food,Modern European Restaurant,Modern European Restaurants,Modern European
130,4bf58dd8d48988d1c2941735,Food,Molecular Gastronomy Restaurant,Molecular Gastronomy Restaurants,Molecular Gastronomy
131,52e81612bcbc57f1066b79f8,Food,Pakistani Restaurant,Pakistani Restaurants,Pakistani
132,56aa371be4b08b9a8d573508,Food,Pet Café,Pet Cafés,Pet Café
133,4bf58dd8d48988d1ca941735,Food,Pizza Place,Pizza Places,Pizza
134,52e81612bcbc57f1066b7a04,Food,Polish Restaurant,Polish Restaurants,Polish
135,4def73e84765ae376e57713a,Food,Portuguese Restaurant,Portuguese Restaurants,Portuguese
136,56aa371be4b08b9a8d5734c7,Food,Poutine Place,Poutine Places,Poutine Place
137,4bf58dd8d48988d1c4941735,Food,Restaurant,Restaurants,Restaurant
138,5293a7563cf9994f4e043a44,Food,Russian Restaurant,Russian Restaurants,Russian
139,4bf58dd8d48988d1bd941735,Food,Salad Place,Salad Places,Salad
140,4bf58dd8d48988d1c5941735,Food,Sandwich Place,Sandwich Places,Sandwiches
141,4bf58dd8d48988d1c6941735,Food,Scandinavian Restaurant,Scandinavian Restaurants,Scandinavian
142,5744ccdde4b0c0459246b4a3,Food,Scottish Restaurant,Scottish Restaurants,Scottish
143,4bf58dd8d48988d1ce941735,Food,Seafood Restaurant,Seafood Restaurants,Seafood
144,56aa371be4b08b9a8d57355a,Food,Slovak Restaurant,Slovak Restaurants,Slovak
145,4bf58dd8d48988d1c7941735,Food,Snack Place,Snack Places,Snacks
146,4bf58dd8d48988d1dd931735,Food,Soup Place,Soup Places,Soup
147,4bf58dd8d48988d14f941735,Food,Southern / Soul Food Restaurant,Southern / Soul Food Restaurants,Southern / Soul
148,4bf58dd8d48988d150941735,Food,Spanish Restaurant,Spanish Restaurants,Spanish
149,5413605de4b0ae91d18581a9,Food,Sri Lankan Restaurant,Sri Lankan Restaurants,Sri Lankan
150,4bf58dd8d48988d1cc941735,Food,Steakhouse,Steakhouses,Steakhouse
151,4bf58dd8d48988d158941735,Food,Swiss Restaurant,Swiss Restaurants,Swiss
152,4bf58dd8d48988d1dc931735,Food,Tea Room,Tea Rooms,Tea Room
153,56aa371be4b08b9a8d573538,Food,Theme Restaurant,Theme Restaurants,Theme Restaurant
154,57558b36e4b065ecebd306dd,Food,Truck Stop,Truck Stops,Truck Stop
155,4f04af1f2fb6e1c99f3db0bb,Food,Turkish Restaurant,Turkish Restaurants,Turkish
156,52e928d0bcbc57f1066b7e96,Food,Ukrainian Restaurant,Ukrainian Restaurants,Ukrainian
157,4bf58dd8d48988d1d3941735,Food,Vegetarian / Vegan Restaurant,Vegetarian / Vegan Restaurants,Vegetarian / Vegan
158,4bf58dd8d48988d14c941735,Food,Wings Joint,Wings Joints,Wings
159,4bf58dd8d48988d116941735,Nightlife Spot,Bar,Bars,Bar
160,50327c8591d4c4b30a586d5d,Nightlife Spot,Brewery,Breweries,Brewery
161,4bf58dd8d48988d121941735,Nightlife Spot,Lounge,Lounges,Lounge
162,53e510b7498ebcb1801b55d4,Nightlife Spot,Night Market,Night Markets,Night Market
163,4bf58dd8d48988d11f941735,Nightlife Spot,Nightclub,Nightclubs,Nightclub
164,4bf58dd8d48988d11a941735,Nightlife Spot,Other Nightlife,Other Nightlife,Nightlife
165,4bf58dd8d48988d1d6941735,Nightlife Spot,Strip Club,Strip Clubs,Strip Club
166,4f4528bc4b90abdf24c9de85,Outdoors & Recreation,Athletics & Sports,Athletics & Sports,Athletics & Sports
167,52e81612bcbc57f1066b7a28,Outdoors & Recreation,Bathing Area,Bathing Areas,Bathing Area
168,56aa371be4b08b9a8d573544,Outdoors & Recreation,Bay,Bays,Bay
169,4bf58dd8d48988d1e2941735,Outdoors & Recreation,Beach,Beaches,Beach
170,56aa371be4b08b9a8d57355e,Outdoors & Recreation,Bike Trail,Bike Trails,Bike Trail
171,52e81612bcbc57f1066b7a22,Outdoors & Recreation,Botanical Garden,Botanical Gardens,Botanical Garden
172,4bf58dd8d48988d1df941735,Outdoors & Recreation,Bridge,Bridges,Bridge
173,4bf58dd8d48988d1e4941735,Outdoors & Recreation,Campground,Campgrounds,Campground
174,56aa371be4b08b9a8d57353b,Outdoors & Recreation,Canal Lock,Canal Locks,Canal Lock
175,56aa371be4b08b9a8d573562,Outdoors & Recreation,Canal,Canals,Canal
176,50aaa49e4b90af0d42d5de11,Outdoors & Recreation,Castle,Castles,Castle
177,56aa371be4b08b9a8d573511,Outdoors & Recreation,Cave,Caves,Cave
178,4bf58dd8d48988d15c941735,Outdoors & Recreation,Cemetery,Cemeteries,Cemetery
179,52e81612bcbc57f1066b7a12,Outdoors & Recreation,Dive Spot,Dive Spots,Dive Spot
180,4bf58dd8d48988d1e5941735,Outdoors & Recreation,Dog Run,Dog Runs,Dog Run
181,4bf58dd8d48988d15b941735,Outdoors & Recreation,Farm,Farms,Farm
182,4bf58dd8d48988d15f941735,Outdoors & Recreation,Field,Fields,Field
183,52e81612bcbc57f1066b7a0f,Outdoors & Recreation,Fishing Spot,Fishing Spots,Fishing Spot
184,52e81612bcbc57f1066b7a23,Outdoors & Recreation,Forest,Forests,Forest
185,56aa371be4b08b9a8d573547,Outdoors & Recreation,Fountain,Fountains,Fountain
186,4bf58dd8d48988d15a941735,Outdoors & Recreation,Garden,Gardens,Garden
187,52e81612bcbc57f1066b7a11,Outdoors & Recreation,Gun Range,Gun Ranges,Gun Range
188,4bf58dd8d48988d1e0941735,Outdoors & Recreation,Harbor / Marina,Harbors / Marinas,Harbor / Marina
189,5bae9231bedf3950379f89cd,Outdoors & Recreation,Hill,Hills,Hill
190,4bf58dd8d48988d160941735,Outdoors & Recreation,Hot Spring,Hot Springs,Hot Spring
191,5744ccdfe4b0c0459246b4b5,Outdoors & Recreation,Indoor Play Area,Indoor Play Areas,Indoor Play Area
192,50aaa4314b90af0d42d5de10,Outdoors & Recreation,Island,Islands,Island
193,4bf58dd8d48988d161941735,Outdoors & Recreation,Lake,Lakes,Lake
194,4bf58dd8d48988d15d941735,Outdoors & Recreation,Lighthouse,Lighthouses,Lighthouse
195,4eb1d4d54b900d56c88a45fc,Outdoors & Recreation,Mountain,Mountains,Mountain
196,52e81612bcbc57f1066b7a21,Outdoors & Recreation,National Park,National Parks,National Park
197,52e81612bcbc57f1066b7a13,Outdoors & Recreation,Nature Preserve,Nature Preserves,Preserve
198,4bf58dd8d48988d162941735,Outdoors & Recreation,Other Great Outdoors,Other Great Outdoors,Other Outdoors
199,52e81612bcbc57f1066b7a14,Outdoors & Recreation,Palace,Palaces,Palace
200,4bf58dd8d48988d163941735,Outdoors & Recreation,Park,Parks,Park
201,52e81612bcbc57f1066b7a25,Outdoors & Recreation,Pedestrian Plaza,Pedestrian Plazas,Pedestrian Street/Plaza
202,4bf58dd8d48988d1e7941735,Outdoors & Recreation,Playground,Playgrounds,Playground
203,4bf58dd8d48988d164941735,Outdoors & Recreation,Plaza,Plazas,Plaza
204,4bf58dd8d48988d15e941735,Outdoors & Recreation,Pool,Pools,Pool
205,52e81612bcbc57f1066b7a29,Outdoors & Recreation,Rafting,Rafting Spots,Rafting
206,52e81612bcbc57f1066b7a26,Outdoors & Recreation,Recreation Center,Recreation Centers,Recreation Center
207,56aa371be4b08b9a8d573541,Outdoors & Recreation,Reservoir,Reservoirs,Reservoir
208,4eb1d4dd4b900d56c88a45fd,Outdoors & Recreation,River,Rivers,River
209,50328a4b91d4c4b30a586d6b,Outdoors & Recreation,Rock Climbing Spot,Rock Climbing Spots,Rock Climbing
210,4bf58dd8d48988d133951735,Outdoors & Recreation,Roof Deck,Roof Decks,Roof Deck
211,4bf58dd8d48988d165941735,Outdoors & Recreation,Scenic Lookout,Scenic Lookouts,Scenic Lookout
212,4bf58dd8d48988d166941735,Outdoors & Recreation,Sculpture Garden,Sculpture Gardens,Sculpture
213,4bf58dd8d48988d1e9941735,Outdoors & Recreation,Ski Area,Ski Areas,Ski Area
214,58daa1558bbb0b01f18ec1b9,Outdoors & Recreation,Skydiving Drop Zone,Skydiving Drop Zones,Drop Zone
215,4eb1baf03b7b2c5b1d4306ca,Outdoors & Recreation,Stables,Stables,Stables
216,5bae9231bedf3950379f89d0,Outdoors & Recreation,State / Provincial Park,State / Provincial Parks,State / Provincial Park
217,530e33ccbcbc57f1066bbfe4,Outdoors & Recreation,States & Municipalities,States & Municipalities,States & Municipalities
218,52e81612bcbc57f1066b7a10,Outdoors & Recreation,Summer Camp,Summer Camps,Summer Camp
219,4bf58dd8d48988d159941735,Outdoors & Recreation,Trail,Trails,Trail
220,52e81612bcbc57f1066b7a24,Outdoors & Recreation,Tree,Trees,Tree
221,4bf58dd8d48988d1de941735,Outdoors & Recreation,Vineyard,Vineyards,Vineyard
222,5032848691d4c4b30a586d61,Outdoors & Recreation,Volcano,Volcanoes,Volcano
223,56aa371be4b08b9a8d573560,Outdoors & Recreation,Waterfall,Waterfalls,Waterfall
224,56aa371be4b08b9a8d5734c3,Outdoors & Recreation,Waterfront,Waterfronts,Waterfront
225,4fbc1be21983fc883593e321,Outdoors & Recreation,Well,Wells,Well
226,5bae9231bedf3950379f89c7,Outdoors & Recreation,Windmill,Windmills,Windmill
227,4e52d2d203646f7c19daa8ae,Professional & Other Places,Animal Shelter,Animal Shelters,Animal Shelter
228,58daa1558bbb0b01f18ec1d6,Professional & Other Places,Art Studio,Art Studios,Art Studio
229,4bf58dd8d48988d173941735,Professional & Other Places,Auditorium,Auditoriums,Auditorium
230,56aa371be4b08b9a8d5734cf,Professional & Other Places,Ballroom,Ballrooms,Ballroom
231,4bf58dd8d48988d130941735,Professional & Other Places,Building,Buildings,Building
232,56aa371be4b08b9a8d573517,Professional & Other Places,Business Center,Business Centers,Business Center
233,52e81612bcbc57f1066b7a35,Professional & Other Places,Club House,Club Houses,Club
234,52e81612bcbc57f1066b7a34,Professional & Other Places,Community Center,Community Centers,Community Center
235,4bf58dd8d48988d1ff931735,Professional & Other Places,Convention Center,Convention Centers,Convention Center
236,52e81612bcbc57f1066b7a32,Professional & Other Places,Cultural Center,Cultural Centers,Cultural Center
237,4e0e22f5a56208c4ea9a85a0,Professional & Other Places,Distillery,Distilleries,Distillery
238,52e81612bcbc57f1066b7a37,Professional & Other Places,Distribution Center,Distribution Centers,Distributor
239,4bf58dd8d48988d171941735,Professional & Other Places,Event Space,Event Spaces,Event Space
240,4eb1bea83b7b6f98df247e06,Professional & Other Places,Factory,Factories,Factory
241,4eb1daf44b900d56c88a4600,Professional & Other Places,Fair,Fairs,Fair
242,4f4534884b9074f6e4fb0174,Professional & Other Places,Funeral Home,Funeral Homes,Funeral Home
243,4bf58dd8d48988d126941735,Professional & Other Places,Government Building,Government Buildings,Government
244,56aa371be4b08b9a8d5734d7,Professional & Other Places,Industrial Estate,Industrial Estates,Industrial Estate
245,5744ccdfe4b0c0459246b4d6,Professional & Other Places,Laboratory,Laboratories,Laboratory
246,4bf58dd8d48988d12f941735,Professional & Other Places,Library,Libraries,Library
247,4bf58dd8d48988d104941735,Professional & Other Places,Medical Center,Medical Centers,Medical
248,4e52adeebd41615f56317744,Professional & Other Places,Military Base,Military Bases,Military Base
249,50328a8e91d4c4b30a586d6c,Professional & Other Places,Non-Profit,Non-Profits,Non-Profit
250,5744ccdfe4b0c0459246b4d9,Professional & Other Places,Observatory,Observatories,Observatory
251,4bf58dd8d48988d124941735,Professional & Other Places,Office,Offices,Office
252,4c38df4de52ce0d596b336e1,Professional & Other Places,Parking,Parking,Parking
253,4bf58dd8d48988d172941735,Professional & Other Places,Post Office,Post Offices,Post Office
254,58daa1548bbb0b01f18ec1a9,Professional & Other Places,Power Plant,Power Plants,Power Plant
255,5310b8e5bcbc57f1066bcbf1,Professional & Other Places,Prison,Prisons,Prison
256,5032856091d4c4b30a586d63,Professional & Other Places,Radio Station,Radio Stations,Radio Station
257,52f2ab2ebcbc57f1066b8b57,Professional & Other Places,Recruiting Agency,Recruiting Agencies,Recruiting Agency
258,58daa1558bbb0b01f18ec1b2,Professional & Other Places,Research Station,Research Stations,Research Station
259,4bf58dd8d48988d13b941735,Professional & Other Places,School,Schools,School
260,52e81612bcbc57f1066b7a33,Professional & Other Places,Social Club,Social Clubs,Social Club
261,4bf58dd8d48988d131941735,Professional & Other Places,Spiritual Center,Spiritual Centers,Spiritual
262,52e81612bcbc57f1066b7a31,Professional & Other Places,TV Station,TV Stations,TV Station
263,4cae28ecbf23941eb1190695,Professional & Other Places,Voting Booth,Voting Booths,Voting Booth
264,52e81612bcbc57f1066b7a36,Professional & Other Places,Warehouse,Warehouses,Warehouse
265,58daa1558bbb0b01f18ec1ac,Professional & Other Places,Waste Facility,Waste Facilities,Waste Facility
266,56aa371be4b08b9a8d5734c5,Professional & Other Places,Wedding Hall,Wedding Halls,Wedding Hall
267,4bf58dd8d48988d14b941735,Professional & Other Places,Winery,Wineries,Winery
268,5032891291d4c4b30a586d68,Residence,Assisted Living,Assisted Living,Assisted Living
269,4bf58dd8d48988d103941735,Residence,Home (private),Homes (private),Home
270,4f2a210c4b9023bd5841ed28,Residence,Housing Development,Housing Developments,Housing Development
271,4d954b06a243a5684965b473,Residence,Residential Building (Apartment / Condo),Residential Buildings (Apartments / Condos),Residential
272,52f2ab2ebcbc57f1066b8b55,Residence,Trailer Park,Trailer Parks,Trailer Park
273,52f2ab2ebcbc57f1066b8b56,Shop & Service,ATM,ATMs,ATM
274,5267e446e4b0ec79466e48c4,Shop & Service,Adult Boutique,Adult Boutiques,Adult Boutique
275,4bf58dd8d48988d116951735,Shop & Service,Antique Shop,Antique Shops,Antiques
276,4bf58dd8d48988d127951735,Shop & Service,Arts & Crafts Store,Arts & Crafts Stores,Arts & Crafts
277,52f2ab2ebcbc57f1066b8b43,Shop & Service,Astrologer,Astrologers,Astrologer
278,4eb1c1623b7b52c0e1adc2ec,Shop & Service,Auto Dealership,Auto Dealerships,Auto Dealer
279,52f2ab2ebcbc57f1066b8b44,Shop & Service,Auto Garage,Auto Garages,Auto Garage
280,56aa371be4b08b9a8d5734d3,Shop & Service,Auto Workshop,Auto Workshops,Auto Workshop
281,4bf58dd8d48988d124951735,Shop & Service,Automotive Shop,Automotive Shops,Automotive
282,52f2ab2ebcbc57f1066b8b32,Shop & Service,Baby Store,Baby Stores,Baby Store
283,4bf58dd8d48988d10a951735,Shop & Service,Bank,Banks,Bank
284,52e81612bcbc57f1066b7a27,Shop & Service,Bath House,Bath Houses,Bath House
285,52f2ab2ebcbc57f1066b8b40,Shop & Service,Betting Shop,Betting Shops,Betting Shop
286,52f2ab2ebcbc57f1066b8b42,Shop & Service,Big Box Store,Big Box Stores,Big Box Store
287,4bf58dd8d48988d115951735,Shop & Service,Bike Shop,Bike Shops,Bike Shop
288,4bf58dd8d48988d1f1941735,Shop & Service,Board Shop,Board Shops,Board Shop
289,4bf58dd8d48988d114951735,Shop & Service,Bookstore,Bookstores,Bookstore
290,4bf58dd8d48988d11a951735,Shop & Service,Bridal Shop,Bridal Shops,Bridal
291,5453de49498eade8af355881,Shop & Service,Business Service,Business Services,Business Services
292,4eb1bdf03b7b55596b4a7491,Shop & Service,Camera Store,Camera Stores,Camera Store
293,4bf58dd8d48988d117951735,Shop & Service,Candy Store,Candy Stores,Candy Store
294,4f04ae1f2fb6e1c99f3db0ba,Shop & Service,Car Wash,Car Washes,Car Washes
295,52f2ab2ebcbc57f1066b8b2a,Shop & Service,Carpet Store,Carpet Stores,Carpet Store
296,52f2ab2ebcbc57f1066b8b2d,Shop & Service,Check Cashing Service,Check Cashing Services,Check Cashing Service
297,5744ccdfe4b0c0459246b4c7,Shop & Service,Child Care Service,Child Care Services,Child Care
298,52f2ab2ebcbc57f1066b8b31,Shop & Service,Chocolate Shop,Chocolate Shops,Chocolate Shop
299,4bf58dd8d48988d103951735,Shop & Service,Clothing Store,Clothing Stores,Apparel
300,52f2ab2ebcbc57f1066b8b18,Shop & Service,Comic Shop,Comic Shops,Comic Shop
301,5454144b498ec1f095bff2f2,Shop & Service,Construction & Landscaping,Construction & Landscaping,Construction
302,4d954b0ea243a5684a65b473,Shop & Service,Convenience Store,Convenience Stores,Convenience Store
303,4bf58dd8d48988d10c951735,Shop & Service,Cosmetics Shop,Cosmetics Shops,Cosmetics
